;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
1324;423340-servicio-publicacion-periodicos-comanjefe-1;;;;;423340;SERVICIO DE PUBLICACION EN PERIODICOS PARA EL COMANJEFE;CD - Contratación Directa;7 - Servicios Técnicos;Comando en Jefe Uoc 1 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-02-28 00:00:00;;
1325;423341-elaboracion-proyectos-estudios-inversion-1;;;;;423341;Elaboracion de Proyectos y Estudios de Inversion;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Unión / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
1326;423342-construccion-empedrado-calle-humaita-1;423342-construccion-empedrado-calle-humaita-1;;;;423342;Construcción de Empedrado Calle Humaitá;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Unión / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-02-20 09:00:00;tradicional;2023-02-28 00:00:00;2023-02-14 09:54:52;
1327;423343-construccion-terminacion-planta-alta-trabajos-complementacion-local-municipal-1;423343-construccion-terminacion-planta-alta-trabajos-complementacion-local-municipal-1;;;;423343;Construccion para Terminacion Planta Alta y Trabajos Complementacion - Local Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Unión / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-02-20 08:00:00;tradicional;2023-02-28 00:00:00;2023-02-14 15:27:41;
1328;423344-construccion-aula-tipo-5-80-x-6-80-planta-baja-colegio-nacional-virgen-merced-1;423344-contratacion-directa-n-01-2023-id-n-423344-construccion-aula-tipo-5-80-x-6-80-planta-1;423344-contratacion-directa-n-01-2023-id-n-423344-construccion-aula-tipo-5-80-x-6-80-planta-1;;;423344;CONTRATACION DIRECTA N° 01/2023 CON ID N° 423344 - CONSTRUCCION DE AULA TIPO 5,80 X 6,80 PLANTA BAJA COLEGIO NACIONAL VIRGEN DE LA MERCED;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Aregua / Municipalidades;ADJ;Adjudicada;2023-02-23 07:15:00;tradicional;2023-03-31 00:00:00;2023-02-10 16:24:14;
1329;423346-seguimiento-procesos-administrativos-financieros-actividades-conexas-1;;;;;423346;SEGUIMIENTO DE LOS PROCESOS ADMINISTRATIVOS, FINANCIEROS Y ACTIVIDADES CONEXAS - ;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Ybyrarobana / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
1330;423347-adquisicion-papel-higienico-papel-mano-aromatizantes-elementos-limpieza-1;423347-adquisicion-papel-higienico-papel-mano-aromatizantes-elementos-limpieza-1;;;;423347;ADQUISICION DE PAPEL HIGIENICO, PAPEL PARA MANO, AROMATIZANTES Y ELEMENTOS DE LIMPIEZA;CO - Concurso de Ofertas;12 - Elementos e insumos de limpieza;Municipalidad de Ciudad del Este / Municipalidades;CONV;En Convocatoria (Abierta);2023-07-13 10:00:00;tradicional;2023-03-31 00:00:00;2023-06-28 17:03:53;
1331;423348-adquisicion-materiales-electricos-articulos-ferreteria-herramientas-menores-1;423348-adquisicion-materiales-electricos-articulos-ferreteria-herramientas-menores-1;;;;423348;ADQUISICION DE MATERIALES ELECTRICOS, ARTICULOS DE FERRETERIA Y HERRAMIENTAS MENORES;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Circunscripción Judicial del Dpto. Caazapa / Corte Suprema de Justicia / Poder Judicial;EVAL;En Evaluacion (Cerrada);2023-05-17 10:15:00;tradicional;2023-04-30 00:00:00;2023-04-21 15:30:24;
1332;423350-construccion-pavimento-tipo-empedrado-localidades-ciudad-este-1;423350-construccion-tipo-empedrado-distintos-puntos-ciudad-plurianual-ejercicios-2023-2024-1;;;;423350;CONSTRUCCIÓN TIPO EMPEDRADO EN DISTINTOS PUNTOS DE LA CIUDAD - PLURIANUAL EJERCICIOS 2023/2024;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Ciudad del Este / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-07-04 10:00:00;tradicional;2023-03-31 00:00:00;2023-05-25 16:19:26;
1333;423351-remodelacion-terminal-omnibus-ciudad-este-1;;;;;423351;REMODELACIÓN DE LA TERMINAL DE ÓMNIBUS DE CIUDAD DEL ESTE;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
1334;423352-adquisicion-equipos-transporte-institucion-municipal-1;;;;;423352;ADQUISICIÓN DE EQUIPOS DE TRANSPORTE PARA LA INSTITUCIÓN MUNICIPAL;LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
1335;423353-construccion-obras-infraestructura-diversas-instituciones-educativas-ciudad-este-1;;;;;423353;OBRAS DE INFRAESTRUCTURA EN DIVERSAS INSTITUCIONES EDUCATIVAS DE CIUDAD DEL ESTE CON FONDOS DEL FONACIDE;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
1336;423354-adquisicion-radios-portatiles-policia-municipal-transito-1;423354-adquisicion-radios-portatiles-policia-municipal-transito-1;423354-adquisicion-radios-portatiles-policia-municipal-transito-1;;;423354;ADQUISICION DE RADIOS PORTATILES PARA LA POLICIA MUNICIPAL DE TRANSITO;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Ciudad del Este / Municipalidades;ADJ;Adjudicada;2023-03-20 09:00:00;tradicional;2023-03-31 00:00:00;2023-03-09 16:38:19;
1337;423355-actualizacion-sistema-integrado-gestion-municipal-1;423355-actualizacion-sistema-integrado-gestion-municipal-1;423355-actualizacion-sistema-integrado-gestion-municipal-1;;;423355;Actualización del Sistema Integrado de Gestión Municipal;CD - Contratación Directa;7 - Servicios Técnicos;Municipalidad de Guarambaré / Municipalidades;ADJ;Adjudicada;2023-03-23 08:00:00;tradicional;2023-02-28 00:00:00;2023-03-17 14:52:53;
1338;423356-adquisicion-mobiliarios-escolares-instituciones-educativas-ciudad-1;;;;;423356;ADQUISICIÓN DE MOBILIARIOS ESCOLARES PARA INSTITUCIONES EDUCATIVAS DE LA CIUDAD;LPN - Licitación Pública Nacional;23 - Muebles y Enseres;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
1339;423357-adquisicion-combustible-planta-asfaltica-municipal-1;;;;;423357;ADQUISICIÓN DE COMBUSTIBLE PARA LA PLANTA ASFÁLTICA MUNICIPAL;LPN - Licitación Pública Nacional;15 - Combustibles y Lubricantes;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
1340;423359-servicio-alquiler-maquinarias-equipos-1;423359-servicio-alquiler-maquinarias-equipos-1;;;;423359;SERVICIO DE ALQUILER DE MAQUINARIAS Y EQUIPOS ;LPN - Licitación Pública Nacional;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Municipalidad de Ciudad del Este / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-06-30 09:00:00;tradicional;2023-04-30 00:00:00;2023-06-07 10:02:33;
1341;423360-lpn-sbe-n-03-2023-adquisicion-recarga-equipos-portatiles-combate-incendios-provision-1;423360-lpn-sbe-03-23-adquisicion-recarga-equipos-portatiles-combate-incendios-provision-ins-1;;;;423360;"LPN SBE 03-23 ""ADQUISICION Y RECARGA DE EQUIPOS PORTATILES DE COMBATE CONTRA INCENDIOS CON PROVISION DE INSUMOS A DEMANDA PARA EL IPS""";LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;EVAL;En Evaluacion (Cerrada);2023-05-05 08:00:00;tradicional;2023-01-31 00:00:00;2023-04-20 16:00:06;
1342;423361-contratacion-servicios-alquiler-software-institucion-municipal-1;423361-contratacion-servicios-alquiler-software-institucion-municipal-1;423361-contratacion-servicios-alquiler-software-institucion-municipal-1;;;423361;CONTRATACIÓN DE SERVICIOS DE ALQUILER DE SOFTWARE PARA LA INSTITUCIÓN MUNICIPAL;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Municipalidad de Ciudad del Este / Municipalidades;ADJ;Adjudicada;2023-04-03 09:00:00;tradicional;2023-04-30 00:00:00;2023-03-23 09:39:21;
1343;423362-construccion-pavimento-tipo-empedrado-cnia-ingles-cue-camino-paredes-1;;;;;423362;CONSTRUCCION DE PAVIMENTO TIPO EMPEDRADO CÑIA INGLES CUE-CAMINO PAREDES;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Nueva Colombia / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
1344;423363-adquisicion-cubiertas-camaras-aire-vehiculos-maquinarias-institucion-municipal-1;;;;;423363;ADQUISICIÓN DE CUBIERTAS Y CÁMARAS DE AIRE PARA VEHICULOS Y MAQUINARIAS DE LA INSTITUCION MUNICIPAL;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
1345;423364-adquisicion-pinturas-1;;;;;423364;ADQUISICIÓN DE PINTURAS;CD - Contratación Directa;16 - Productos quimicos;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
1346;423365-reestructuracion-cancha-deportiva-che-reina-1;;;;;423365;REESTRUCTURACIÓN DE CANCHA DEPORTIVA CHE LA REINA;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
1347;423366-servicios-mantenimiento-edificio-uepp-1;;;;;423366;SERVICIOS DE MANTENIMIENTO DE EDIFICIO DE LA UEPP;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Educación y Ciencias / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
1348;423367-adquisicion-combustibles-1;423367-adquisicion-combustibles-1;423367-adquisicion-combustibles-1;;;423367;ADQUISICION DE COMBUSTIBLES;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Coronel Bogado / Municipalidades;ADJ;Adjudicada;2023-03-30 09:30:00;tradicional;2023-02-28 00:00:00;2023-03-17 09:19:40;
1349;423369-adquisicion-productos-alimenticios-guarderia-cesta-basica-vaca-mecanica-escuela-arte-1;423369-adquisicion-productos-alimenticios-guarderia-cesta-basica-vaca-mecanica-escuela-arte-1;;;;423369;ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS PARA GUARDERIA, CESTA BASICA, VACA MECANICA, ESCUELA DE ARTES Y OFICIOS -CURSOS;CO - Concurso de Ofertas;14 - Productos Alimenticios;Municipalidad de Ciudad del Este / Municipalidades;CONV;En Convocatoria (Abierta);2023-07-07 09:00:00;tradicional;2023-05-31 00:00:00;2023-06-21 16:51:50;
1350;423371-adquisicion-reloj-marcador-facial-hospital-clinicas-ad-referendum-2023-1;423371-adquisicion-reloj-marcador-facial-hospital-clinicas-ad-referendum-2023-1;423371-adquisicion-reloj-marcador-facial-hospital-clinicas-ad-referendum-2023-1;;;423371;ADQUISICION DE RELOJ MARCADOR FACIAL DEL HOSPITAL DE CLINICAS-AD REFERENDUM 2023;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-02-17 09:00:00;tradicional;2023-02-28 00:00:00;2023-02-01 11:01:28;
1351;423372-contratacion-servicios-mantenimiento-general-equipos-muebles-oficina-otros-1;;;;;423372;CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO EN GENERAL DE EQUIPOS Y MUEBLES DE OFICINA Y OTROS;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
1352;423373-contratacion-servicios-maestro-ceremonia-1;423373-contratacion-servicios-ceremoniales-1;423373-contratacion-servicios-ceremoniales-1;;;423373;CONTRATACIÓN DE SERVICIOS CEREMONIALES;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Ciudad del Este / Municipalidades;ADJ;Adjudicada;2023-05-16 09:00:00;tradicional;2023-05-31 00:00:00;2023-05-09 16:11:00;
1353;423374-adquisicion-muebles-enseres-oficina-equipos-mobiliarios-terminal-1;;;;;423374;ADQUISICIÓN DE MUEBLES Y ENSERES DE OFICINA, EQUIPOS Y MOBILIARIOS PARA LA TERMINAL;CO - Concurso de Ofertas;23 - Muebles y Enseres;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
1354;423375-adquisicion-insumos-carpinteria-municipal-1;;;;;423375;ADQUISICIÓN DE INSUMOS PARA LA CARPINTERIA MUNICIPAL;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
1355;423376-adquisicion-servicios-laboratoriales-hospital-clinicas-ad-referendum-2023-1;423376-adquisicion-servicios-laboratoriales-hospital-clinicas-ad-referendum-2023-1;423376-adquisicion-servicios-laboratoriales-hospital-clinicas-ad-referendum-2023-1;;;423376;ADQUISICIÓN DE SERVICIOS LABORATORIALES PARA EL HOSPITAL DE CLÍNICAS - AD REFERENDUM 2023;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-02-07 10:00:00;tradicional;2023-02-28 00:00:00;2023-02-01 11:13:43;
1356;423377-construccion-tipo-empedrado-distintos-puntos-ciudad-1;;;;;423377;CONSTRUCCIÓN TIPO EMPEDRADO EN DISTINTOS PUNTOS DE LA CIUDAD;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
1357;423378-adquisicion-equipos-informaticos-1;;;;;423378;ADQUISICIÓN DE EQUIPOS INFORMÁTICOS;LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
1358;423379-adquisicion-productos-alimenticios-rep-1;423379-adquisicion-productos-alimenticios-rep-1;423379-adquisicion-productos-alimenticios-rep-1;;;423379;ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL REP;CO - Concurso de Ofertas;14 - Productos Alimenticios;Comando en Jefe Uoc 1 / Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;2023-03-13 09:45:00;tradicional;2023-03-31 00:00:00;2023-03-01 17:31:03;
1359;423381-adquisicion-equipos-proteccion-funcionarios-institucion-municipal-1;;;;;423381;ADQUISICION DE EQUIPOS DE PROTECCION PARA FUNCIONARIOS DE LA INSTITUCION MUNICIPAL;CO - Concurso de Ofertas;10 - Textiles, vestuarios y calzados;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
1360;423382-consultoria-realizacion-trabajos-localizacion-ubicacion-e-inventario-todas-calles-sa-1;;;;;423382;CONSULTORIA PARA LA REALIZACION DE TRABAJOS DE LOCALIZACION, UBICACIÓN, E INVENTARIO DE TODAS LAS CALLES DE SAN LORENZO DE LA CARTOGRAFIA ADJUNTA, ASI MISMO DE LAS QUE NO FIGURAN EN LA CARTOGRAFIA POR DEFECTO DE LA MISMA, MEDICION LONGITUDINAL E IDENTIFICACION DE ACUERDO AL TIPO DE PAVIMENTO, REPRESENTACION GRAFICA EN PLANO GEORREFERENCIADO Y PLANILLA DE COMPUTO;LPN - Licitación Pública Nacional;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de San Lorenzo / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
1361;423383-servicio-provision-almuerzo-escolar-distrito-abai-1;;;;;423383;SERVICIO DE PROVISION DE ALMUERZO ESCOLAR PARA EL DISTRITO DE ABAI;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Avaí / Municipalidades;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
1362;423384-adquisicion-repuestos-accesorios-menores-vehiculos-livianos-camiones-motosierras-des-1;;;;;423384;ADQUISICIÓN DE REPUESTOS Y ACCESORIOS MENORES PARA VEHÍCULOS LIVIANOS, CAMIONES, MOTOSIERRAS, DESMALEZADORAS Y PODADORAS;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
1363;423385-adquisicion-equipos-electricos-terminal-1;;;;;423385;ADQUISICIÓN DE EQUIPOS ELÉCTRICOS PARA LA TERMINAL ;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
1364;423386-servicio-provision-almuerzo-escolar-1;423386-servicio-provision-almuerzo-escolar-plurianual-2023-2024-1;;;;423386;Servicio de provisión de almuerzo escolar, plurianual 2023-2024.;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de San Salvador / Municipalidades;CONV;En Convocatoria (Abierta);2023-07-11 11:00:00;tradicional;2023-06-30 00:00:00;2023-06-30 08:37:21;
1365;423387-perfilado-caminos-cargamento-parcial-zonas-bajas-tramo-salida-ciudad-puerto-casado-1;;;;;423387;Perfilado de caminos con cargamento parcial en zonas bajas tramo Salida de Ciudad de Puerto Casado hasta cruce de la Comunidad de Banco'i;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Puerto Casado / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
1366;423388-consultoria-campana-comunicacion-programa-primera-infancia-1;423388-lco-n-01-2023-consultoria-campana-comunicacion-programa-primera-infancia-ad-referend-1;;;;423388;"LCO N° 01/2023 ""CONSULTORÍA PARA CAMPAÑA DE COMUNICACIÓN DEL PROGRAMA PRIMERA INFANCIA"" AD REFERÉNDUM";CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Educación y Ciencias / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2023-04-28 09:40:00;tradicional;2023-02-28 00:00:00;2023-04-10 09:45:43;
1367;423389-adquisicion-combustibles-uso-vehiculos-maquinarias-municipalidad-dr-juan-eulogio-est-1;423389-adquisicion-combustibles-uso-vehiculos-maquinarias-municipalidad-dr-juan-eulogio-est-1;;;;423389;ADQUISICION DE COMBUSTIBLES PARA USO EN VEHICULOS Y MAQUINARIAS DE LA MUNICIPALIDAD DE DR. JUAN EULOGIO ESTIGARRIBIA;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Juan Eulogio Estigarribia / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-02-09 07:10:00;tradicional;2023-01-31 00:00:00;2023-02-01 17:21:18;
1368;423390-contratacion-servicios-mantenimiento-reparacion-maquinarias-institucion-1;;;;;423390;CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE MAQUINARIAS DE LA INSTITUCIÓN;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-09-30 00:00:00;;
1369;423391-contratacion-servicios-consultoria-impacto-ambiental-1;;;;;423391;CONTRATACIÓN DE SERVICIOS DE CONSULTORIA PARA IMPACTO AMBIENTAL;CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-08-31 00:00:00;;
1370;423392-adquisicion-servicios-asesoramiento-tecnico-unidad-operativa-contrataciones-municipa-1;423392-adquisicion-servicios-asesoramiento-tecnico-unidad-operativa-contrataciones-municipa-1;;;;423392;ADQUISICION DE SERVICIOS DE ASESORAMIENTO TECNICO A LA UNIDAD OPERATIVA DE CONTRATACIONES DE LA MUNICIPALIDAD DE DR. JUAN EULOGIO ESTIGARRIBIA;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Juan Eulogio Estigarribia / Municipalidades;SUS;Suspendida;2023-02-25 07:10:00;tradicional;2023-01-31 00:00:00;2023-02-17 15:08:00;
1371;423393-contratacion-servicio-encuadernacion-libro-banco-institucion-municipal-1;;;;;423393;CONTRATACIÓN DE SERVICIO DE ENCUADERNACIÓN DE LIBRO BANCO PARA LA INSTITUCIÓN MUNICIPAL;CD - Contratación Directa;7 - Servicios Técnicos;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-08-31 00:00:00;;
1372;423394-adquisicion-servicios-impresion-adhesivos-comprobantes-uso-institucional-municipalid-1;423394-adquisicion-servicios-impresion-adhesivos-comprobantes-uso-institucional-municipalid-1;;;;423394;ADQUISICION DE SERVICIOS DE IMPRESION DE ADHESIVOS Y COMPROBANTES PARA USO INSTITUCIONAL EN LA MUNICIPALIDAD DE DR JUAN EULOGIO ESTIGARRIBIA;CD - Contratación Directa;7 - Servicios Técnicos;Municipalidad de Juan Eulogio Estigarribia / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-02-20 07:10:00;tradicional;2023-01-31 00:00:00;2023-02-08 16:41:38;
1373;423397-adquisicion-productos-farmaceuticos-medicinales-insumos-reactivos-insumos-equipos-od-1;;;;;423397;ADQUISICIÓN DE PRODUCTOS FARMACEUTICOS Y MEDICINALES, INSUMOS Y REACTIVOS, INSUMOS Y EQUIPOS ODONTOLOGICOS, Y OTROS;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Municipalidad de Ciudad del Este / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
1374;423398-apertura-tramos-zona-km-11-barrio-san-jose-puerto-casado-1;;;;;423398;Apertura de tramos en zona de km 11 y en el Barrio San Jose de Puerto Casado;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Puerto Casado / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
1375;423401-adquisicion-equipos-instalacion-configuracion-servicios-conexos-proyecto-security-op-1;423401-adquisicion-equipos-instalacion-configuracion-servicios-conexos-proyecto-security-op-1;;;;423401;ADQUISICIÓN DE EQUIPOS, INSTALACIÓN, CONFIGURACIÓN Y SERVICIOS CONEXOS PARA EL PROYECTO DE SECURITY OPERATION CENTER (SOC) MITIC ;LPI - Licitación Pública Internacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio de Tecnologías de la Información y Comunicación / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-08-16 10:00:00;tradicional;2023-04-30 00:00:00;2023-03-20 10:04:40;
1376;423402-enripiado-acceso-esc-bas-n-6395-1-mayo-villa-ygatimi-1;423402-enripiado-acceso-esc-bas-n-6395-1-mayo-villa-ygatimi-1;423402-enripiado-acceso-esc-bas-n-6395-1-mayo-villa-ygatimi-1;;;423402;ENRIPIADO ACCESO ESC. BAS. N° 6395 1º MAYO - VILLA YGATIMI;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Villa Ygatimí / Municipalidades;ADJ;Adjudicada;2023-02-06 07:10:00;tradicional;2023-02-28 00:00:00;2023-02-01 17:09:08;
1377;423403-construccion-empedrado-baden-calle-ka-atymi-frente-esc-basica-n-3058-san-miguel-arca-1;423403-construccion-empedrado-baden-calle-ka-atymi-frente-esc-basica-n-3058-san-miguel-arca-1;423403-construccion-empedrado-baden-calle-ka-atymi-frente-esc-basica-n-3058-san-miguel-arca-1;;;423403;Construcción de Empedrado con Baden sobre calle Ka'atymi frente a la Esc. Básica Nº 3058 San Miguel Arcángel;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Dr. Cecilio Báez / Municipalidades;ADJ;Adjudicada;2023-02-28 08:00:00;tradicional;2023-02-28 00:00:00;2023-02-20 14:41:06;
1378;423404-refaccion-junta-municipal-distrito-juan-leon-mallorquin-1;423404-refaccion-junta-municipal-distrito-juan-leon-mallorquin-1;423404-refaccion-junta-municipal-distrito-juan-leon-mallorquin-1;;;423404;Refacción de la Junta Municipal del Distrito de Juan Leon Mallorquin;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Juan León Mallorquín / Municipalidades;ADJ;Adjudicada;2023-02-20 08:30:00;tradicional;2023-02-28 00:00:00;2023-02-10 15:00:57;
1379;423405-contratacion-servicio-horas-hombre-servicios-relacionados-desarrollo-software-1;423405-contratacion-servicio-horas-hombre-servicios-relacionados-desarrollo-software-1;423405-contratacion-servicio-horas-hombre-servicios-relacionados-desarrollo-software-1;;;423405;CONTRATACION DE SERVICIO DE HORAS HOMBRE PARA SERVICIOS RELACIONADOS A DESARROLLO DE SOFTWARE;CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2023-03-07 10:00:00;tradicional;2023-03-31 00:00:00;2023-02-16 09:21:07;
