;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
129;418809-alquiler-sede-san-lorenzo-1;418809-alquiler-sede-san-lorenzo-1;;;;418809;Alquiler Sede San Lorenzo;LPN - Licitación Pública Nacional;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;DES;Desierta;2022-11-10 10:00:00;tradicional;2022-12-31 00:00:00;2022-10-18 10:38:53;
130;418886-adquisicion-formulas-nutricionales-parenterales-pacientes-incan-otros-centros-oncolo-1;418886-adquisicion-formulas-nutricionales-parenterales-pacientes-incan-otros-centros-oncolo-1;;;;418886;"""ADQUISICION DE FORMULAS NUTRICIONALES PARENTERALES PARA PACIENTES DEL INCAN Y OTROS CENTROS ONCOLOGICOS DEL MINISTERIO DE SALUD PUBLICA Y BIENESTAR SOCIAL"" - PLURIANUAL - CONTRATO ABIERTO - SBE";LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;SUS;Suspendida;2023-01-04 09:00:00;tradicional;2022-12-31 00:00:00;2022-12-20 13:42:57;
131;418916-construccion-cordon-cuneta-calles-ciudad-villa-hayes-1;;;;;418916;CONSTRUCCIÓN DE CORDON CUNETA EN CALLES DE LA CIUDAD DE VILLA HAYES;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Villa Hayes / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
132;419043-adquisicion-solucion-control-acceso-visitantes-1;419043-cd-n-08-adquisicion-solucion-control-acceso-visitantes-1;419043-cd-n-08-adquisicion-solucion-control-acceso-visitantes-1;;;419043;CD N° 08  - Adquisición de Solución de Control de Acceso de Visitantes;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio del Ambiente y Desarrollo Sostenible / Poder Ejecutivo;ADJ;Adjudicada;2022-10-05 10:00:00;tradicional;2022-12-31 00:00:00;2022-09-22 11:43:38;
133;419169-lpn-sbe-136-22-adquisicion-insumos-cirugia-minima-invasion-e-insumos-estudios-neuror-1;419169-lpn-sbe-136-22-adquisicion-insumos-cirugia-minima-invasion-e-insumos-estudios-neuror-1;;;;419169;LPN SBE 136-22 ADQUISICIÓN DE INSUMOS PARA CIRUGÍA DE MÍNIMA INVASIÓN E INSUMOS PARA ESTUDIOS DE NEURORADIOLOGÍA DECLARADOS DESIERTOS EN LA LPN SBE N° 33/21, N° 153/21;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;EVAL;En Evaluacion (Cerrada);2022-11-22 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-24 15:02:22;
134;419262-lpn-sbe-148-22-provision-alimentos-hospital-regional-encarnacion-unidad-sanitaria-ho-1;419262-lpn-sbe-148-22-provision-alimentos-hospital-regional-encarnacion-unidad-sanitaria-ho-1;419262-lpn-sbe-148-22-provision-alimentos-hospital-regional-encarnacion-unidad-sanitaria-ho-1;;;419262;LPN SBE 148-22 PROVISIÓN DE ALIMENTOS PARA EL HOSPITAL REGIONAL DE ENCARNACIÓN, LA UNIDAD SANITARIA DE HOHENAU Y LA UNIDAD SANITARIA DE PUERTO CASADO;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;2022-10-26 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-11 15:46:43;
135;419318-lpn-sbe-149-22-contratacion-servicios-medicos-tercerizados-localidad-juan-eulogio-es-1;419318-lpn-sbe-149-22-contratacion-servicios-medicos-tercerizados-localidad-juan-eulogio-es-1;419318-lpn-sbe-149-22-contratacion-servicios-medicos-tercerizados-localidad-juan-eulogio-es-1;;;419318;LPN SBE 149-22 CONTRATACIÓN DE SERVICIOS MEDICOS TERCERIZADOS PARA LA LOCALIDAD DE JUAN EULOGIO ESTIGARRIBIA;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;2022-11-03 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-10 17:27:29;
136;419335-servicio-servidores-virtuales-contingencia-mre-1;419335-servicio-servidores-virtuales-contingencia-mre-plurianual-ad-referendum-1;;;;419335;SERVICIO DE SERVIDORES VIRTUALES DE CONTINGENCIA PARA EL MRE. PLURIANUAL-AD REFERENDUM;LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Ministerio de Relaciones Exteriores / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2022-12-16 09:00:00;tradicional;2023-01-31 00:00:00;2022-11-29 11:39:13;
137;419389-cd-sbe-11-22-adquisicion-telas-confeccion-uniformes-obstetricia-ips-1;;;;;419389;CD SBE 11/22 ADQUISICION DE TELAS PARA CONFECCION DE UNIFORMES DE OBSTETRICIA DEL IPS - AD REFERENDUM 2023;CD - Contratación Directa;10 - Textiles, vestuarios y calzados;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
138;419433-servicio-publicidad-propaganda-1;419433-servicio-publicidad-propaganda-1;419433-servicio-publicidad-propaganda-1;;;419433;Servicio de Publicidad y Propaganda;CD - Contratación Directa;8 - Publicidad y Propaganda;Facultad de Filosofia / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2022-10-18 10:30:00;tradicional;2022-12-31 00:00:00;2022-10-08 12:06:00;
139;419491-cd-n-02-2023-adquisicion-tintas-toner-direccion-salud-bucodental-1;419491-cd-n-02-2023-adquisicion-tintas-toner-direccion-salud-bucodental-1;;;;419491;CD N° 02/2023 - ADQUISICIÓN DE TINTAS Y TÓNER PARA LA DIRECCIÓN SALUD BUCODENTAL;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-03 09:50:00;tradicional;2023-01-31 00:00:00;2022-12-14 15:50:51;
140;419539-lpn-sbe-145-22-adquisicion-electrodomesticos-direccion-hospitales-area-central-1;;;;;419539;LPN SBE 145/22 ADQUISICIÓN DE ELECTRODOMÉSTICOS PARA LA DIRECCION DE HOSPITALES AREA CENTRAL - AD REFERENDUM 2023;LPN - Licitación Pública Nacional;23 - Muebles y Enseres;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
141;419586-lpn-sbe-150-22-adquisicion-reactivos-deteccion-simultanea-antigenos-sars-cov-2-influ-1;;;;;419586;LPN SBE 150/22 ADQUISICION DE REACTIVOS PARA LA DETECCION SIMULTANEA DE ANTIGENOS SARS-COV-2 / INFLUENZA A / INFLUENZA B Y OTROS VIRUS RESPIRATORIOS PARA LABORATORIOS DEL IPS - AD REFERENDUM 2023;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
142;419606-arrendamiento-opcion-compra-sistema-integral-audio-luces-profesionales-leasing-1;;;;;419606;ARRENDAMIENTO CON OPCION DE COMPRA DE UN SISTEMA INTEGRAL DE AUDIO Y LUCES PROFESIONALES - LEASING;LPN - Licitación Pública Nacional;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
143;419623-lpn-sbe-152-22-adquisicion-medicamento-atosiban-recientemente-incluido-asegurados-ip-1;;;;;419623;LPN SBE 152/22 ADQUISICIÓN DEL MEDICAMENTO ATOSIBAN, RECIENTEMENTE INCLUIDO PARA LOS ASEGURADOS DEL IPS - AD REFERENDUM 2023;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
144;419629-lpn-sbe-100-22-servicio-mantenimiento-provision-repuestos-demanda-plantas-generadora-1;;;;;419629;LPN SBE 100/22 SERVICIO DE MANTENIMIENTO CON PROVISIÓN DE REPUESTOS A DEMANDA DE LAS PLANTAS GENERADORAS DE OXIGENO DEL IPS - AD REFERENDUM 2023;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
145;419667-servicios-publicacion-periodicos-ad-referendum-plurianual-1;;;;;419667;Servicios de Publicación en Periódicos - Ad referéndum - Plurianual;CD - Contratación Directa;8 - Publicidad y Propaganda;Sistema Nacional de Formación y Capacitación Laboral / Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
146;419699-lpn-sbe-n-146-22-adquisicion-mobiliarios-enseres-direccion-hospitales-area-central-1;;;;;419699;LPN SBE 146/22 ADQUISICIÓN DE MOBILIARIOS Y ENSERES PARA LA DIRECCIÓN DE HOSPITALES DEL ÁREA CENTRAL DEL IPS - AD REFERENDUM 2023;LPN - Licitación Pública Nacional;23 - Muebles y Enseres;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
147;419720-lpn-sbe-151-22-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-1;419720-lpn-sbe-151-22-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-1;;;;419720;LPN SBE 151-22 CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON Y SIN PROVISIÓN DE REPUESTOS A NECESIDAD PARA EQUIPOS DE RAYOS X DE LA MARCA WANGDONG PERTENECIENTES AL IPS;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;EVAL;En Evaluacion (Cerrada);2022-11-15 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-21 12:14:57;
148;419747-construccion-pavimento-petreo-tipo-empedrado-cordon-cuneta-barrio-santa-maria-pluria-1;419747-construccion-pavimento-petreo-tipo-empedrado-cordon-cuneta-barrio-santa-maria-pluria-1;419747-construccion-pavimento-petreo-tipo-empedrado-cordon-cuneta-barrio-santa-maria-pluria-1;;;419747;CONSTRUCCION DE PAVIMENTO PETREO TIPO EMPEDRADO CON CORDON CUNETA EN EL BARRIO SANTA MARIA - PLURIANUAL 2022 - 2023;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Trinidad / Municipalidades;ADJ;Adjudicada;2022-11-04 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-24 16:53:57;
149;419789-adquisicion-leche-funcionarios-terminal-omnibus-asuncion-1;;;;;419789;ADQUISICIÓN DE LECHE PARA FUNCIONARIOS DE LA TERMINAL DE ÓMNIBUS DE ASUNCIÓN ;CO - Concurso de Ofertas;14 - Productos Alimenticios;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
150;419806-consultoria-elaboracion-proyecto-ejecutivo-arquitectonico-ingenieria-civil-ambiental-1;;;;;419806;CONSULTORIA PARA LA ELABORACION DE UN PROYECTO EJECUTIVO ARQUITECTONICO Y DE INGENIERIA ;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
151;419807-consultoria-elaboracion-proyecto-ejecutivo-electrico-prevencion-incendios-senales-de-1;;;;;419807;CONSULTORIA PARA LA ELABORACION DE UN PROYECTO EJECUTIVO PARA CONCLUIR LAS OBRAS DE MEJORAMIENTO DEL EDIFICIO DEL MERCADO Nº 4;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
152;419866-contratacion-servicio-limpieza-hospital-general-luque-1;;;;;419866;Contratación del servicio de limpieza para el Hospital General de Luque;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
153;419880-adquisicion-rejillas-sumideros-1;;;;;419880;ADQUISICION DE REJILLAS PARA SUMIDEROS;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
154;419906-lpn-sbe-147-22-adquisicion-mobilarios-enseres-direccion-hospitales-interior-1;419906-lpn-sbe-147-22-adquisicion-mobilarios-enseres-direccion-hospitales-interior-1;;;;419906;LPN SBE 147-22 ADQUISICIÓN DE MOBILARIOS Y ENSERES PARA LA DIRECCIÓN DE HOSPITALES DEL INTERIOR;LPN - Licitación Pública Nacional;23 - Muebles y Enseres;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;EVAL;En Evaluacion (Cerrada);2022-11-23 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-27 14:26:32;
155;419924-adquisicion-medicamento-oncologico-irinotecan-100-mg-incan-otros-centros-oncologicos-1;419924-adquisicion-medicamento-oncologico-irinotecan-100-mg-incan-otros-centros-oncologicos-1;;;;419924;ADQUISICIÓN DE MEDICAMENTO ONCOLÓGICO IRINOTECAN 100 MG PARA EL INCAN Y OTROS CENTROS ONCOLÓGICOS DEL MSPYBS - AD REFERENDUM AL PGN 2023;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-11 09:00:00;tradicional;2022-12-31 00:00:00;2022-12-19 14:38:40;
156;419978-iluminacion-calle-frente-iglesia-virgen-rosario-barrio-centro-1;;;;;419978;Iluminación en la calle frente a la Iglesia Virgen del Rosario Barrio Centro;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Paso Horqueta / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
157;419992-alquiler-sede-alberdi-1;419992-alquiler-sede-alberdi-1;;;;419992;Alquiler Sede Alberdi;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;EVAL;En Evaluacion (Cerrada);2022-11-03 10:00:00;tradicional;2022-12-31 00:00:00;2022-10-21 17:47:25;
158;420001-lpn-n-02-2023-adquisicion-neuronavegador-area-neurocirgia-general-hospital-general-1;420001-lpn-n-02-2023-adquisicion-neuronavegador-area-neurocirugia-general-hospital-general-1;;;;420001;"LPN Nº 02/2023 - ""ADQUISICIÓN DE NEURONAVEGADOR PARA EL ÁREA DE NEUROCIRUGÍA GENERAL DEL HOSPITAL GENERAL DE LUQUE""";LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-10 08:00:00;tradicional;2023-01-31 00:00:00;2022-12-22 09:07:44;
159;420021-servicio-montaje-stand-ferias-internacionales-2023-senatur-1;420021-servicio-montaje-stand-ferias-internacionales-2023-senatur-1;420021-servicio-montaje-stand-ferias-internacionales-2023-senatur-1;;;420021;SERVICIO DE MONTAJE DE STAND EN FERIAS INTERNACIONALES 2023 PARA LA SENATUR;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;2022-11-25 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-15 12:00:21;
160;420036-lpn-n-03-2023-adquisicion-equipo-ultrasonografia-ecografia-general-ecoendoscopia-sis-1;;;;;420036;"LPN Nº 03/2023 - ""ADQUISICIÓN DE EQUIPO DE ULTRASONOGRAFÍA PARA ECOGRAFÍA GENERAL Y ECOENDOSCOPÍA CON SISTEMA DE ENDOSCOPÍA DIGESTIVA Y ACCESORIOS""";LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
161;420078-lpn-sbe-30-22-adquisicion-insumos-peliculas-radiograficas-ips-1;;;;;420078;LPN SBE 30/22 ADQUISICIÓN DE INSUMOS Y PELICULAS RADIOGRAFICAS PARA EL IPS - AD REFERENDUM 2023;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
162;420156-construccion-cocina-comedor-escuela-basica-1-541-nueva-esperanza-distrito-encarnacio-1;420156-construccion-cocina-comedor-escuela-basica-1-541-nueva-esperanza-distrito-encarnacio-1;420156-construccion-cocina-comedor-escuela-basica-1-541-nueva-esperanza-distrito-encarnacio-1;;;420156;Construcción de cocina comedor en la Escuela Básica 1.541 Nueva Esperanza del Distrito de Encarnación- Plurianual;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Itapua / Gobiernos Departamentales;ADJ;Adjudicada;2022-10-27 08:00:00;tradicional;2022-12-31 00:00:00;2022-10-14 11:12:35;
163;420181-alquiler-sede-quiindy-1;420181-alquiler-sede-quiindy-1;;;;420181;Alquiler Sede Quiindy;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;EVAL;En Evaluacion (Cerrada);2022-10-27 09:00:00;tradicional;2023-12-31 00:00:00;2022-10-21 19:06:34;
164;420202-alquiler-sede-hernandarias-1;;;;;420202;Alquiler Sede Asunción (Niñez y Adolescencia);LPN - Licitación Pública Nacional;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;CAN;Anulada o Cancelada;;tradicional;2022-12-31 00:00:00;;
165;420210-alquiler-sede-asuncion-ninez-adolescencia-1;420210-alquiler-sede-hernandarias-1;;;;420210;Alquiler Sede Hernandarias;CO - Concurso de Ofertas;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;EVAL;En Evaluacion (Cerrada);2022-11-10 09:00:00;tradicional;2022-12-31 00:00:00;2022-10-26 14:50:21;
166;420222-refaccion-reparacion-instituciones-educativas-distrito-san-cosme-damian-1;;;;;420222;REFACCION Y REPARACION DE INSTITUCIONES EDUCATIVAS DEL DISTRITO DE SAN COSME Y DAMIAN.;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Cosme y Damián / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
167;420242-lco-sbe-19-22-servicio-tercerizado-ortopantomografia-o-radiografias-panoramicas-cent-1;420242-lco-sbe-19-22-servicio-tercerizado-ortopantomografia-o-radiografias-panoramicas-cent-1;;;;420242;LCO SBE 19-22 SERVICIO TERCERIZADO DE ORTOPANTOMOGRAFIA O RADIOGRAFIAS PANORAMICAS PARA EL CENTRO ODONTOLOGICO DEL IPS - AD REFERENDUM 2023;CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;EVAL;En Evaluacion (Cerrada);2022-12-28 08:00:00;tradicional;2022-12-31 00:00:00;2022-12-16 15:07:06;
168;420291-alquiler-sede-yuty-1;420291-alquiler-sede-yuty-1;420291-alquiler-sede-yuty-1;;;420291;Alquiler Sede Yuty;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;ADJ;Adjudicada;2022-11-08 11:00:00;tradicional;2022-12-31 00:00:00;2022-10-25 10:24:45;
169;420361-construccion-aulas-instituciones-educativas-escuela-n-2508-arq-tomas-romero-pereira-1;420361-construccion-aulas-instituciones-educativas-escuela-n-2508-arq-tomas-romero-pereira-1;;;;420361;"""CONSTRUCCION DE AULAS EN INSTITUCIONES EDUCATIVAS ESCUELA N°2508 ARQ. TOMAS ROMERO PEREIRA Y COLEGIO NACIONAL SAN ROQUE"" EMA.- AD-REFERENDUM";LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Tomás Romero Pereira / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-12 08:30:00;tradicional;2023-01-31 00:00:00;2022-12-19 16:48:27;
170;420386-consultoria-elaboracion-politica-seguridad-fisica-mades-1;420386-cd-n-10-consultoria-elaboracion-politica-seguridad-fisica-mades-1;420386-cd-n-10-consultoria-elaboracion-politica-seguridad-fisica-mades-1;;;420386;CD N° 10 - Consultoría para la Elaboración de la Política de Seguridad Física del MADES;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio del Ambiente y Desarrollo Sostenible / Poder Ejecutivo;ADJ;Adjudicada;2022-11-01 10:00:00;tradicional;2022-12-31 00:00:00;2022-10-25 18:24:44;
171;420438-lco-n-02-2023-adquisicion-repuestos-accesorios-odontologicos-direccion-salud-bucoden-1;420438-lco-n-02-2023-adquisicion-repuestos-accesorios-odontologicos-direccion-salud-bucoden-1;;;;420438;LCO N° 02/2023 - ADQUISICIÓN DE REPUESTOS Y ACCESORIOS ODONTOLÓGICOS PARA LA DIRECCIÓN DE SALUD BUCODENTAL;CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-02 08:00:00;tradicional;2023-01-31 00:00:00;2022-12-19 12:20:11;
172;420447-servicio-mantenimiento-reparacion-muebles-oficina-ad-referendum-2023-1;;;;;420447;SERVICIO DE MANTENIMIENTO Y REPARACION DE MUEBLES DE OFICINA (AD REFERENDUM 2023);CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Honorable Cámara de Diputados / Poder Legislativo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
173;420526-alquiler-sede-curuguaty-1;420526-alquiler-sede-curuguaty-1;;;;420526;Alquiler Sede Curuguaty;CO - Concurso de Ofertas;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;EVAL;En Evaluacion (Cerrada);2022-11-08 10:00:00;tradicional;2022-12-31 00:00:00;2022-10-27 09:41:41;
174;420534-construccion-alcantarilla-celular-extension-red-agua-1;;;;;420534;CONSTRUCCIÓN DE ALCANTARILLA CELULAR Y EXTENSIÓN DE RED DE AGUA;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Cerro Cora / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
175;420549-mantenimiento-reparacion-equipos-aire-acondicionado-central-bloques-c-ad-referendum-1;;;;;420549;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE AIRE ACONDICIONADO CENTRAL DE LOS BLOQUES A y C - AD REFERENDUM;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
176;420562-servicio-catering-otros-1;420562-servicio-catering-otros-1;420562-servicio-catering-otros-1;;;420562;Servicio de Catering y Otros;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Ministerio de la Defensa Pública - Defensoría / Poder Judicial;ADJ;Adjudicada;2022-10-31 10:00:00;tradicional;2022-12-31 00:00:00;2022-10-24 09:59:44;
177;420595-adquisicion-e-instalacion-software-gestion-municipal-natalio-1;420595-adquisicion-e-instalacion-software-gestion-municipal-natalio-1;;;;420595;ADQUISICIÓN E INSTALACIÓN DE SOFTWARE PARA GESTIÓN MUNICIPAL DE NATALIO;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Natalio / Municipalidades;EVAL;En Evaluacion (Cerrada);2022-11-04 07:30:00;tradicional;2022-12-31 00:00:00;2022-10-21 17:16:16;
178;420599-adquisicion-productos-alimenticios-codi-1;420599-adquisicion-productos-alimenticios-codi-1;;;;420599;ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA EL CODI;CO - Concurso de Ofertas;14 - Productos Alimenticios;Comando en Jefe Uoc 1 / Ministerio de Defensa Nacional / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2022-12-15 10:15:00;tradicional;2022-12-31 00:00:00;2022-12-02 09:55:59;
179;420625-lote-1-mantenimiento-reparacion-motoniveladora-komatsu-gd675-5-lote-2-mantenimiento-1;;;;;420625;LOTE 1 ? MANTENIMIENTO Y REPARACION DE LA MOTONIVELADORA KOMATSU GD675-5 ? LOTE 2- MANTENIMIENTO Y REPARACION DE LA PALACARGADORA KOMATSU WA200-6;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Capiatá / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
180;420645-lpn-n-06-2023-adquisicion-placas-mamograficas-compatibles-impresora-konica-minolta-1;420645-lpn-n-06-2023-adquisicion-placas-mamograficas-compatibles-impresora-konica-minolta-1;;;;420645;"LPN Nº 06/2023 - ""ADQUISICIÓN DE PLACAS MAMOGRÁFICAS COMPATIBLES CON IMPRESORA KÓNICA MINOLTA PARA EL MSPBS""";LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2022-12-05 08:00:00;tradicional;2023-01-31 00:00:00;2022-11-08 16:10:51;
